"Pseudonym";"meal";"choice_1";"choice_2";"choice_3";"choice_4";"choice_5";"choice_6";"choice_7";"choice_8";"choice_9";"choice_10";"satis_1";"satis_2";"satis_3";"ing_1";"ing_2";"ing_3";"ing_4";"att_1";"att_2";"att_3";"att_4";"att_5";"att_6";"att_7";"att_8";"att_9";"att_10";"att_11";"diet";"allerg";"relig";"meds";"tho_1";"tho_2";"tho_3";"tho_4";"tho_5";"tra_1";"tra_2";"tra_3";"tra_4";"tra_5";"meat";"milk";"veget";"veg";"pensum";"cant";"home";"other";"gender";"member";"fill";"age_groups";"mensa";"sumNA";"perNA";"Verpflegungstyp";"date";"place";"intervention";"label_content";"meal_name";"choice_add_d";"choice_add_v";"code_choice";"Bemerkungen_d";"Bemerkungen_v";"code_zu_Bemerkungen"
"2017_HS_F_0423";"Favorite";4;1;4;4;1;1;"1";"1";"1";1;3;"3";"1";"1";"1";"1";"3";3;3;"1";"3";"3";1;"1";3;"-99";"-99";1;"0";"0";"0";"0";"4";"3";3;"3";1;4;4;"4";"4";"4";"4";"4";"2";"2";"5";"4";"2";"1";"Mann";"Mitarbeiter/in";"1";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0424";"Favorite";3;3;4;3;2;1;"1";"1";"1";3;4;"4";"1";"4";"1";"1";"1";3;1;"4";"1";"1";1;"1";3;"1";"1";3;"1";"0";"0";"0";"4";"2";1;"1";3;4;2;"4";"4";"4";"4";"4";"3";"1";"5";"4";"2";"1";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0425";"Favorite";1;1;4;4;1;4;"1";"1";"4";4;4;"4";"1";"1";"1";"1";"-99";2;3;"2";"3";"3";2;"2";3;"4";"3";2;"0";"0";"0";"0";"2";"3";3;"3";2;3;3;"3";"3";"3";"4";"4";"3";"1";"5";"5";"2";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0426";"Favorite";3;2;3;3;1;3;"1";"3";"1";2;3;"3";"2";"1";"1";"1";"3";3;3;"2";"3";"2";1;"1";3;"3";"3";3;"0";"0";"0";"0";"2";"2";2;"2";3;3;2;"3";"3";"3";"5";"6";"2";"1";"5";"4";"2";"1";"Frau";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0434";"Favorite";3;2;3;3;2;3;"2";"2";"2";2;3;"3";"2";"3";"3";"3";"3";3;3;"3";"2";"2";2;"2";3;"2";"2";3;"0";"0";"0";"0";"4";"3";2;"2";4;4;2;"4";"3";"3";"5";"5";"3";"2";"5";"4";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0435";"Favorite";3;1;3;4;1;4;"1";"1";"1";1;3;"4";"1";"-99";"-99";"1";"1";3;3;"4";"2";"2";1;"1";4;"2";"3";2;"0";"0";"0";"0";"3";"3";2;"2";2;3;3;"3";"3";"3";"4";"4";"3";"2";"5";"5";"1";"2";"Frau";"Mitarbeiter/in";"1";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0436";"Favorite";3;2;3;2;2;2;"1";"1";"2";4;NA;"3";"1";"1";"1";"1";"1";3;4;"2";"2";"4";1;"1";4;"2";"2";4;"0";"0";"0";"0";"4";"3";3;"3";4;4;3;"3";"3";"3";"6";"5";"3";"2";"5";"5";"2";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0437";"Favorite";3;3;4;3;3;3;"2";"2";"2";3;3;"3";"1";"2";"3";"1";"2";3;3;"2";"2";"3";2;"1";3;"3";"2";3;"0";"0";"0";"0";"3";"2";3;"3";3;4;3;"3";"4";"3";"4";"5";"2";"1";"3";"4";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_HC_0001";"Hot & Cold";3;1;1;3;1;4;"2";"1";"1";1;4;"3";"1";"2";"1";"1";"4";4;4;"3";"4";"2";4;"2";3;"-99";"-99";1;"0";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"5";"6";"4";"3";"2";"3";"2";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0002";"Hot & Cold";NA;NA;NA;NA;NA;4;NA;NA;NA;NA;3;NA;NA;"1";"1";"1";"4";3;3;"2";"2";"3";1;"1";4;"4";"3";3;"0";"0";"0";"0";"3";"4";2;"3";3;3;4;"3";"3";"4";"4";"6";"3";"2";"5";"4";"3";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";11;21,1538461538462;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0004";"Hot & Cold";4;1;3;4;4;3;"2";"2";"1";3;4;"4";"1";"4";"1";"1";"4";4;3;"4";"4";"4";4;"4";4;"4";"-99";2;"1";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"1";"4";"6";"4";"5";"3";"4";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;1;"Sobald Resultate vorliegen, bitte wieder per Mail informieren, Danke!";"Interesse"
"2017_HS_HC_0005";"Hot & Cold";2;1;1;4;2;3;"3";"3";"2";2;2;"4";"2";"3";"1";"1";"4";4;2;"4";"3";"4";2;"3";4;"3";"4";2;"0";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"3";"5";"3";"4";"4";"4";"2";"2";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0006";"Hot & Cold";4;1;4;3;2;2;"3";"3";"1";3;4;"4";"2";"1";"1";"1";"1";4;4;"4";"2";"3";1;"1";4;"3";"1";4;"0";"0";"0";"0";"4";"3";3;"3";4;4;3;"4";"4";"4";"4";"5";"3";"1";"4";"2";"4";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0013";"Hot & Cold";4;1;NA;3;4;2;"2";"1";"1";2;3;"3";"2";"3";"1";"1";"1";4;4;"4";"4";"4";4;"1";4;"4";"4";3;"1";"0";"0";"0";"4";"4";4;"4";4;3;4;"4";"4";"4";"2";"5";"4";"2";"4";"4";"2";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0014";"Hot & Cold";4;2;3;3;2;3;"2";"1";"1";3;4;"3";"2";"3";"1";"1";"-99";4;3;"4";"4";"4";4;"4";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"1";"1";"6";"6";"3";"3";"3";"1";"Mann";"Student/in";"0";"35- bis 49-jaehrig";"1";0;0;"Abwechsler";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0015";"Hot & Cold";2;2;3;2;2;4;"2";"1";"1";2;3;"3";"2";"1";"1";"1";"4";4;3;"4";"4";"4";4;"3";3;"4";"4";3;"0";"0";"0";"0";"3";"4";4;"4";2;3;4;"4";"4";"4";"1";"3";"6";"5";"4";"3";"3";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0017";"Hot & Cold";2;1;4;1;1;4;"2";"1";"1";1;3;"3";"1";NA;"1";"1";"1";4;4;"3";"4";"4";4;"3";4;"4";"4";4;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"1";"3";"6";"5";"3";"2";"3";"1";"x";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";1;"Keine Lust auf Aglio e oglio Spaghetti, sonst kein Vegi! ";"Ausschlussverfahren, vegi";1;"Steffi musste den Kugelschreiber spenden, Laura war Schuld, dass ich den Fragebogen Åberhaupt ausfÅ¸lle.";"Redundant"
"2017_HS_HC_0018";"Hot & Cold";4;1;1;4;4;4;"4";"3";"1";1;4;"4";"1";"3";"1";"1";"-99";4;4;"1";"4";"4";4;"4";4;"4";"-99";2;"0";"0";"0";"0";"4";"4";4;"4";1;4;4;"4";"4";"4";"1";"1";"1";"6";"5";"2";"5";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;1;"Es w‰re toll, bei den Men¸Ås jeden Tag eine vegane Option zu haben :).";"vegan"
"2017_HS_HC_0025";"Hot & Cold";3;3;3;3;3;4;NA;"1";"2";3;3;"3";"1";"1";"1";"1";"4";3;3;"3";"3";"3";3;"3";4;"4";"3";2;"0";"0";"0";"0";"3";"4";3;"3";3;3;3;"3";"3";"3";"3";"1";"4";"4";"1";"3";"1";"2";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0026";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";"1";"1";"4";4;4;"4";"4";"4";3;"1";4;"3";"3";3;"1";"0";"0";"0";"4";"4";4;"4";4;4;4;"3";"3";"4";"2";"6";"5";"1";"3";"2";"4";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0027";"Hot & Cold";3;3;3;3;3;4;"1";"1";"1";3;3;"3";"1";"2";"1";"1";"4";4;2;"3";"4";"4";4;"4";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;3;4;"4";"4";"4";"1";"4";"6";"5";"3";"4";"1";"2";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0028";"Hot & Cold";3;1;4;4;3;4;"1";"1";"1";3;4;"4";"1";"2";NA;"-99";"4";4;4;"4";"4";"2";4;"2";3;"4";"4";4;"1";"0";"0";"0";"4";"4";4;"4";4;3;4;"4";"4";"4";"1";"6";"6";"2";"2";"3";"3";"2";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-10-17;"Gr¸ental";0;"NA";"NA";1;"gesÅ¸ndeste";"Ausschlussverfahren, gesund";0;NA;NA
"2017_HS_HC_0029";"Hot & Cold";3;3;4;4;4;4;"2";"2";"2";2;4;"4";"1";"2";"1";"1";"4";4;4;"4";"4";"4";3;"2";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"3";"4";"5";"3";"3";"4";"1";"1";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0035";"Hot & Cold";3;1;3;4;4;4;"3";"1";"1";1;4;"4";"1";"2";"1";"2";"3";4;2;"2";"3";"4";4;"3";2;"4";"3";2;"0";"0";"0";"0";"4";"3";3;"3";1;4;3;"3";"3";"3";"2";"3";"4";"3";"5";"5";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0037";NA;3;4;4;3;3;3;"1";"2";"1";3;3;"3";"2";"2";"2";"2";"2";3;3;"3";"3";"3";1;"1";3;"2";"3";4;"0";"0";"0";"0";"2";"3";2;"1";4;3;3;"2";"3";"3";"6";"6";"3";"2";"5";"4";"2";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;1;"Banane";"Banane"
"2017_HS_HC_0038";"Hot & Cold";2;2;3;3;1;4;"1";"3";"1";2;2;"2";"3";"-99";"1";"1";"-99";3;4;"2";"3";"1";1;"1";3;"2";"1";4;"1";"0";"0";"0";"3";"1";1;"1";4;3;1;"2";"3";"3";"5";"6";"2";"1";"1";"3";"1";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0039";NA;4;3;3;4;3;1;"2";"4";"2";4;4;"4";"1";"4";"3";"1";"-99";3;4;"3";"-99";"3";1;"1";4;"4";"3";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"2";"3";"5";"4";"3";"1";"5";"5";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_HC_0040";"Kitchen";4;3;4;3;2;1;"2";"3";"3";3;4;"4";"1";"3";"2";"2";"3";3;4;"2";"2";"3";1;"1";3;"4";"3";4;"0";"1";"0";"0";"3";"2";3;"3";4;3;3;"2";"3";"4";"6";"5";"3";"1";"5";"5";"2";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"Fleisch/Fisch";"Dorschfilet";0;NA;NA;0;NA;NA
"2017_HS_HC_0041";"Hot & Cold";3;1;4;4;3;1;"1";"1";"1";2;3;"3";"1";"1";"1";"1";"1";4;4;"4";"4";"4";1;"1";4;"1";"4";3;"0";"0";"0";"0";"3";"2";2;"2";4;3;2;"2";"2";"2";"5";"5";"2";"1";"3";"2";"4";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0049";"Hot & Cold";4;NA;NA;NA;4;4;"1";"1";NA;3;3;"4";"1";"2";"1";"1";"4";4;2;"4";"3";"4";3;"1";3;"2";"4";3;"1";"0";"0";"0";"4";"4";3;"4";3;4;3;"3";"3";"3";"4";"6";"4";"2";"4";"4";"1";"1";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";6;11,5384615384615;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";1;"Weil es leichter ist als ein komplettes Men¸ und mehr Vitamine und weniger Kohlenhydrate hat";"Gesund";0;NA;NA
"2017_HS_HC_0050";NA;4;2;2;4;2;1;"1";"2";"1";3;3;"3";"1";"-99";"-99";"-99";"-99";3;3;"3";"4";"3";4;"3";4;"4";"4";2;"0";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"2";"4";"5";"3";"3";"4";"2";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_HC_0051";NA;3;2;2;3;2;3;"2";"1";"1";4;3;"3";"2";"1";"1";"1";"1";1;1;"1";"1";"2";1;"1";3;"3";"2";3;"0";"0";"0";"0";"3";"2";3;"2";3;3;3;"2";"3";"3";"6";"6";"1";"1";"4";"4";"1";"1";"Mann";"Andere";"0";NA;"1";2;3,84615384615385;"Mensagaenger";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_HC_0052";"Hot & Cold";3;2;3;4;3;NA;"1";"1";"1";2;4;"4";"1";"4";"2";"1";"4";4;4;"-99";"2";"3";3;"1";4;"4";"4";3;"1";"0";"0";"0";"4";"3";4;"4";3;4;3;"4";"4";"4";"4";"7";"4";"2";"4";"4";"3";"2";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0054";"Hot & Cold";4;2;4;4;2;4;"1";"1";"1";2;4;"3";"1";"1";"1";"1";"1";4;4;"4";"4";"4";4;"3";3;"3";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"3";"4";"5";"4";"3";"3";"2";"2";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0055";"Hot & Cold";3;1;3;4;3;2;"3";"1";"1";4;4;"4";"1";"3";"2";"2";"3";4;4;"3";"3";"4";1;"1";3;"-99";"-99";4;"0";"0";"0";"0";"3";"3";3;"3";4;3;3;"3";"3";"4";"3";"6";"4";"2";"5";"3";"4";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0056";"Hot & Cold";1;1;1;1;1;4;"1";"1";"1";2;4;"3";"1";"2";"1";"1";"4";3;3;"2";"4";"4";4;"3";4;"4";"2";4;"0";"0";"0";"0";"4";"4";2;"4";4;4;4;"2";"2";"4";"2";"6";"5";"3";"4";"4";"1";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;1;"Ich finde nicht, dass das vegetarische Men¸ mehr kosten sollte als das Men¸ mit Fleisch. Spaghetti mit ÷l und Knoblauch finde ich eine Frechheit als einzige vegetarische Variante f¸År den normalen Preis. ";"Kritik am Essen, Fleisch teurer"
"2017_HS_HC_0057";"Hot & Cold";3;2;3;3;3;4;"2";"1";"1";3;4;"3";"1";"2";"2";"1";"2";4;4;"4";"3";"3";1;"1";3;"2";"3";4;"0";"0";"0";"0";"4";"3";3;"3";4;4;3;"3";"3";"3";"6";"7";"2";"1";"5";"4";"3";"2";"Frau";"Mitarbeiter/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0061";NA;4;2;3;3;2;1;"2";"1";"3";1;4;"3";"1";"4";"1";"2";"4";4;3;"3";"2";"4";3;"2";3;"4";"3";2;"1";"0";"0";"0";"4";"3";3;"3";2;4;4;"4";"4";"4";"3";"4";"3";"2";"5";"4";"4";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;1;"Besseres Kassensystem. Danke dem freundlichen Mensa-Team fÅ¸r ihre Arbeit.";"Lob"
"2017_HS_HC_0062";NA;3;1;4;4;3;4;"1";"1";"1";4;3;"2";NA;"-99";"-99";"-99";"-99";3;3;"3";"1";"1";1;"1";4;"3";"3";3;"0";"0";"0";"0";"3";"2";2;"2";4;4;3;"3";"3";"3";"5";"6";"1";"1";"4";"5";"1";"1";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-10-17;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_HC_0063";"Hot & Cold";3;3;4;3;2;3;"1";"1";"1";1;3;"3";"2";"-99";"1";"1";"-99";2;3;"2";"-99";"-99";4;"1";-99;"-99";"-99";-99;"0";"0";"0";"0";"4";"3";2;"4";3;4;4;"4";"4";"4";"1";"6";"6";"1";"4";"4";"1";"3";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";1;"Lange Schlange";"Ausschlussverfahren, Wartezeit";0;NA;NA
"2017_HS_HC_0064";"Hot & Cold";4;3;3;4;3;2;"3";"3";"2";2;3;"3";"1";"-99";"-99";"-99";"-99";3;4;"-99";"-99";"-99";1;"1";4;"3";"-99";-99;"0";"0";"0";"0";"3";"3";2;"2";3;3;3;"2";"3";"3";"5";"6";"3";"2";"5";"4";"3";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-17;"Reidbach";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0073";"Hot & Cold";4;1;4;4;1;1;"1";"1";"1";1;4;"1";"1";"1";"1";"1";"3";4;3;"4";"-99";"4";1;"1";4;"-99";"-99";3;"1";"1";"0";"0";"4";"4";4;"4";4;4;3;"3";"3";"3";"4";"5";"4";"2";"5";"3";"4";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0074";"Hot & Cold";4;3;4;4;2;4;"2";"1";"1";3;3;"3";"1";"1";"1";"1";"1";4;4;"4";"4";"4";4;"4";4;"4";"4";3;"1";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"1";"1";"6";"4";"2";"3";"1";"1";"Frau";"Student/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0075";"Hot & Cold";1;1;3;2;1;4;"1";"1";"1";1;3;"3";"1";"1";"1";"1";"1";3;3;"2";"4";"4";4;"4";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"1";"1";"6";"6";"3";"3";"3";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0076";"Hot & Cold";3;3;4;4;3;4;"1";"1";"1";1;4;"4";"1";"3";"1";"1";"-99";4;3;"3";"3";"3";4;"3";4;"3";"-99";1;"1";"0";"0";"0";"4";"4";3;"4";2;4;4;"4";"4";"4";"2";"3";"5";"5";NA;"2";"1";"1";"Frau";"Andere";"0";"35- bis 49-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0077";"Hot & Cold";4;4;1;4;2;4;"1";"1";"4";1;4;"4";"1";"1";"1";"1";"-99";3;4;"3";"-99";"4";4;"1";3;"-99";"-99";-99;"0";"0";"0";"0";"3";"3";1;"3";3;4;4;"4";"4";"4";"3";"6";"4";"3";NA;"1";"1";"1";"Frau";"Andere";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;NA;2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0078";"Hot & Cold";3;4;4;4;4;4;"1";"1";"1";4;3;"4";"1";"1";"1";"1";"4";4;4;"4";"4";"4";3;"1";4;"4";"4";3;"0";"1";"0";"0";"4";"4";4;"4";4;4;4;"4";"4";"4";"3";"6";"3";"1";"2";"3";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0079";"Hot & Cold";NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;"3";NA;"4";NA;NA;"4";4;4;"4";"4";"4";1;"1";4;"4";"4";2;"0";"0";"0";"0";"4";"4";4;"4";2;4;4;"4";"4";"4";"3";"5";"5";"4";"5";"1";"1";"1";"Frau";"Andere";"0";"50- bis 64-jaehrig";"1";15;28,8461538461538;NA;2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0084";"Hot & Cold";4;3;2;3;2;3;"1";"1";"1";4;3;"3";"3";"1";"1";"1";"4";4;2;"4";"4";"4";3;"3";4;"2";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"2";"3";"5";"5";"3";"2";"3";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"NA";"NA";1;"Habe Verstopfung";NA;0;NA;NA
"2017_HS_HC_0085";"Hot & Cold";4;4;3;4;2;4;"4";"3";"1";3;3;"4";"2";"2";"2";"2";"3";4;4;"4";"3";"4";3;"2";3;"3";"3";3;"0";"0";"0";"0";"2";"3";3;"3";3;4;3;"4";"4";"4";"3";"4";"3";"2";"4";"3";"3";"3";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0086";"Hot & Cold";2;2;2;3;1;4;"1";"1";"1";2;4;"4";"2";"2";"1";"1";"4";4;4;"3";"3";"4";4;"1";3;"3";"4";4;"0";"0";"0";"0";"4";"4";3;"4";4;4;4;"4";"3";"4";"2";"5";"5";"2";"4";"2";"4";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0087";"Hot & Cold";4;1;4;4;4;2;"1";"1";"1";3;4;"4";"1";"1";"1";"1";"-99";4;3;"4";"-99";"-99";-99;"-99";3;"-99";"-99";2;"1";"0";"0";"0";"3";"3";4;"4";3;3;3;"4";"4";"4";"4";"7";NA;"2";"4";"4";"1";"1";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_HC_0088";"Hot & Cold";1;1;4;3;4;4;"1";"1";"1";1;4;"4";"1";"4";"1";"1";"-99";4;3;"4";"3";"1";3;"1";4;"3";"-99";1;"0";"0";"0";"0";"4";"4";3;"4";2;4;4;"4";"3";"4";"3";"4";"4";"1";"2";"3";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
