"Pseudonym";"meal";"choice_1";"choice_2";"choice_3";"choice_4";"choice_5";"choice_6";"choice_7";"choice_8";"choice_9";"choice_10";"satis_1";"satis_2";"satis_3";"ing_1";"ing_2";"ing_3";"ing_4";"att_1";"att_2";"att_3";"att_4";"att_5";"att_6";"att_7";"att_8";"att_9";"att_10";"att_11";"diet";"allerg";"relig";"meds";"tho_1";"tho_2";"tho_3";"tho_4";"tho_5";"tra_1";"tra_2";"tra_3";"tra_4";"tra_5";"meat";"milk";"veget";"veg";"pensum";"cant";"home";"other";"gender";"member";"fill";"age_groups";"mensa";"sumNA";"perNA";"Verpflegungstyp";"date";"place";"intervention";"label_content";"meal_name";"choice_add_d";"choice_add_v";"code_choice";"Bemerkungen_d";"Bemerkungen_v";"code_zu_Bemerkungen"
"2017_HS_W_0075";"World";3;3;3;3;1;4;"1";"1";"1";4;4;"4";"1";"2";"2";"2";"-99";2;4;"2";"-99";"-99";1;"1";NA;"-99";"-99";4;"0";"1";"0";"0";"3";"4";3;"4";3;3;4;"3";"3";"4";"3";"6";"1";"1";"5";"3";"3";"3";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";1;"Glutenfrei";"Ausschlussverfahren, Gluten";0;NA;NA
"2017_HS_W_0076";NA;3;3;4;4;3;NA;NA;"4";"4";4;4;"4";"1";"4";"4";"1";"3";2;4;"2";"3";"3";1;"1";4;"3";"2";2;"0";"0";"0";"0";"2";"2";2;"2";2;3;2;"2";"2";"3";"7";"3";"1";"1";"4";"4";"1";"1";"Mann";"Andere";"0";"35- bis 49-jaehrig";"1";3;5,76923076923077;"Mensagaenger";2017-10-19;"Gr¸ental";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0077";"Favorite";4;4;4;4;2;4;"1";"1";"1";4;4;"4";"1";"3";NA;NA;"-99";3;3;"1";"3";"3";3;NA;3;"-99";"-99";3;"0";"0";"0";"0";"4";"4";3;"3";3;4;4;"4";"4";"4";"2";"5";"5";"3";"5";"5";"1";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";3;5,76923076923077;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_W_0079";"World";3;2;2;4;2;3;"1";"1";"2";1;3;"2";"2";"1";"1";"1";"1";1;3;"1";"1";"3";1;"1";4;"3";"1";1;"0";"0";"0";"0";"2";"3";2;"2";1;3;3;"2";"2";"2";"4";"7";"1";"1";"2";"3";"1";"1";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;1;"Ich wÅ¸rde weniger h‰ufig Fleisch essen, wenn es bessere Alternativen g‰be. Soja, Tofu u.‰. sind fÅ¸r mich keine Alternativen. Ich vermisse Hausmannskost, z.B. Pfannkuchen, Aufl‰ufe etc? ich sch‰tze frischen Salat in verschiedenen Sorten auch als Men¸Åsalat.";"vegi, Kritik am Essen"
"2017_HS_W_0084";"World";3;3;3;4;3;3;"2";"2";"2";2;3;"3";"2";"4";"4";"2";"4";3;3;"3";"4";"4";2;"2";3;"3";"3";3;"0";"1";"0";"0";"4";"3";3;"3";3;4;3;"3";"3";"4";"3";"1";NA;"1";"4";"1";"4";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;1;"Ketchup und Mayonnaise ad up, bessere LÅftung in der Mensa, Wartebereich optimieren, Bier/ Wein in der Mensa.";"Ketchup und Mayonnaise"
"2017_HS_W_0087";"World";4;2;4;4;1;3;"1";"4";"1";1;3;"3";"1";"2";"2";"2";"3";2;4;"2";"-99";"2";2;"2";4;"-99";"-99";2;"0";"0";"0";"0";"3";"3";2;"3";3;4;3;"3";"4";"4";"4";"6";"4";"2";"4";"4";"1";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0088";"World";3;1;2;3;1;1;"1";"2";"1";1;4;"3";"1";"1";"1";"1";"3";2;3;"1";"2";"2";1;"1";2;"3";"3";1;"0";"0";"0";"0";"1";"3";3;"3";1;3;4;"4";"4";"3";"4";"4";"3";"2";"2";"3";"2";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";1;"Es seit dem Morgen danach gerochen hat";"Ausschlussverfahren";0;NA;NA
"2017_HS_W_0089";"World";3;2;4;4;3;3;"1";"4";"1";4;2;"2";"2";"1";"1";"1";"4";3;3;"2";"4";"4";1;"1";4;"4";"4";4;"0";"0";"0";"0";"3";"4";4;"4";4;3;4;"4";"4";"4";"3";"7";"4";"2";"5";"4";"1";"3";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0090";NA;4;1;4;4;4;2;"1";"2";"4";3;4;"4";"1";"1";"1";"-99";"-99";2;2;"1";"4";"4";1;"1";3;"4";"4";3;"0";"0";"0";"0";"4";"4";3;"4";3;4;4;"4";"4";"4";"4";"6";"2";"1";"5";"5";"1";"1";"Mann";"Andere";"0";"35- bis 49-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0091";"World";3;1;1;3;1;3;"1";"2";"1";1;4;"4";"1";"4";"1";"-99";"4";4;4;"1";"2";"3";1;"1";3;"1";"3";1;"1";"0";"0";"0";"4";"3";3;"3";1;4;3;"3";"3";"3";"4";"3";"3";"2";"2";"3";"3";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";1;"Low Carb";"Ausschlussverfahren, Kohlenhydrate";0;NA;NA
"2017_HS_W_0095";"World";3;1;3;3;1;4;"1";"1";"1";4;4;"3";"1";"2";"3";"-99";"-99";2;3;"1";"-99";"-99";1;"1";3;"-99";"-99";3;"0";"1";"0";"0";"4";"3";2;"3";2;4;3;"4";"4";"4";"4";"3";"3";"1";"5";"5";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0096";"World";3;4;4;4;2;2;"1";"2";"4";4;3;"3";"2";"4";"4";"1";"4";2;4;"2";"2";"3";1;"1";4;"4";"4";4;"0";"0";"0";"0";"4";"4";3;"3";4;4;4;"4";"4";"4";"7";"6";"2";"1";"3";"4";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0097";"World";4;3;4;4;4;4;"1";"1";"1";4;4;"4";"1";"4";"3";"-99";"-99";4;4;"2";"3";"3";2;"2";-99;"-99";"-99";2;"1";"0";"0";"0";"4";"3";2;"2";3;4;3;NA;"3";"3";"6";"6";"2";"1";"5";"5";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0098";"World";1;1;4;4;1;3;"1";"4";"1";4;4;"4";"1";"4";"2";"1";"4";3;3;"2";"3";"3";2;"1";4;"-99";"4";4;"0";"0";"0";"0";"4";"2";4;"3";1;4;3;"4";"4";"4";"4";"6";"3";"1";"2";"3";"1";"1";"Frau";"Andere";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0100";"World";3;3;4;3;1;2;"3";"4";"3";4;3;"3";"1";"3";"2";NA;"2";3;3;"3";"2";"4";1;"1";4;"2";"3";4;"0";"0";"0";"0";"4";"2";3;"3";3;4;2;"3";"3";"3";"4";"3";"1";"1";"2";"3";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0101";"World";4;1;3;4;3;1;"1";"3";"1";1;4;"4";"1";"2";"3";"1";"-99";2;3;"2";"3";"3";1;"1";-99;"-99";"-99";1;"0";"1";"0";"0";"3";"3";2;"3";1;4;4;"4";"4";"4";"5";"6";"3";"2";"3";"4";"2";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0106";"World";3;4;4;4;1;3;"2";"2";"1";1;4;"3";"2";"3";"4";"-99";"-99";3;4;"1";"2";"2";1;"1";2;"3";"3";3;"0";"0";"0";"0";"3";"3";2;"2";3;3;3;"3";"4";"4";"6";"6";"1";"1";"5";"4";"2";"2";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0107";NA;4;4;4;4;4;4;"4";"4";"4";4;3;"3";"2";"1";"1";"1";"1";1;2;"2";"1";"1";2;"1";1;"2";"1";1;"0";"1";"1";"0";"1";"1";1;"4";4;2;1;"1";"1";"4";"5";"6";"2";"1";"5";"3";"3";"4";"x";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Einkaeufer";2017-10-19;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0108";NA;3;3;3;2;2;2;"2";"4";"2";2;2;"2";"2";"4";"3";"3";"3";3;3;"3";"4";"4";1;"1";4;"3";"3";3;"0";"0";"0";"0";"4";"3";3;"3";3;4;3;"3";"4";"4";"3";"6";"4";"1";"5";"5";"2";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0109";"World";2;2;4;4;4;2;"1";"1";"1";4;3;"3";"1";NA;"2";NA;"2";4;4;"4";"4";"4";1;"1";3;"4";"-99";4;"0";"0";"0";"0";"4";"4";3;"3";3;4;4;"4";"4";"4";"4";"3";"3";"3";"4";"3";"4";"1";"Frau";"Mitarbeiter/in";"1";"50- bis 64-jaehrig";"1";2;3,84615384615385;"Selbstverpfleger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0117";"World";3;2;4;3;2;4;"1";"3";"2";2;1;"1";"3";"2";"2";"2";"3";3;3;"2";"2";"3";1;"1";3;"4";"4";4;"0";"0";"0";"0";"3";"3";2;"3";3;3;3;"4";"4";"4";"5";"5";"1";"1";"5";"4";"2";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0118";"World";3;1;4;4;3;1;"1";"1";"1";4;4;"3";"1";"2";"1";"1";"-99";3;3;"2";"3";"3";1;"1";4;"4";"4";3;"0";"0";"0";"0";"4";"4";3;"3";3;4;4;"3";"3";"4";"3";"6";"4";"1";"4";"4";"2";"2";"Mann";"Student/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0119";"World";4;3;4;4;2;3;NA;"4";"4";3;4;"4";"2";"2";"1";"2";"4";3;3;"1";"1";"1";2;"1";3;"2";"2";2;"0";"0";"0";"0";"4";"4";3;"2";2;4;4;"4";"4";"4";"3";"4";"3";"3";"5";"3";"4";"1";"Frau";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0126";"World";4;4;4;4;3;4;"1";"4";"4";4;3;"3";"1";"3";"1";"1";"4";3;3;"2";"4";"3";1;"1";3;"3";"2";3;"0";"0";"0";"0";"4";"3";3;"3";2;4;4;"4";"4";"4";"3";"1";"4";"4";"4";"4";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";1;"Zu wenig vegane Men¸ Optionen";"vegan";1;"Es braucht mehr attraktive vegane Men¸Ås, bzw. mindestens 1 veganes Men¸Å!";"vegan"
"2017_HS_W_0127";"World";3;3;4;2;2;4;"1";"1";"1";3;3;"3";"1";"4";"4";"2";"3";3;3;"1";"3";"3";1;"1";3;"4";"4";4;"0";"1";"0";"0";"4";"3";3;"3";4;4;3;"4";"4";"4";"6";"7";"4";"1";"4";"3";"3";"2";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";1;"kein anderes Men¸Å Glutenfrei";"Ausschlussverfahren, Gluten";1;"Bessere Beschriftung von Unvertr‰glichkeiten w‰re super!";"Allergie "
"2017_HS_W_0128";"World";2;4;3;4;3;3;"1";"3";"3";3;4;"4";"2";"3";"3";"1";"-99";2;3;"2";"-99";"-99";1;"1";-99;"-99";"-99";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"4";"3";"5";"5";"2";"2";"5";"3";"3";"3";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0129";"World";2;4;4;4;3;2;NA;NA;"1";4;3;"3";"1";"3";"3";"-99";"-99";3;3;"-99";"-99";"-99";-99;"-99";-99;"-99";"-99";4;"0";"0";"0";"0";"3";"3";3;"2";NA;3;3;"3";"3";"2";"3";"4";NA;NA;"4";"3";"1";"3";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";5;9,61538461538462;"Abwechsler";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0130";NA;2;2;3;2;2;4;"1";"1";"1";2;3;"3";"2";"2";"2";"1";"4";3;3;"2";"3";"3";2;"2";4;"4";"4";3;"0";"0";"0";"0";"3";"4";4;"2";2;3;4;"4";"4";"4";"5";"5";"3";"2";"5";"4";"2";"2";NA;"Mitarbeiter/in";"1";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-10-19;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0131";"World";4;3;3;2;2;2;"2";"3";"3";3;4;"4";"1";"3";"3";"1";"-99";3;3;"2";"-99";"3";1;"1";3;"2";"-99";3;"0";"0";"0";"0";"3";"2";2;"3";3;3;3;"3";"3";"4";"6";"6";"1";"1";"3";"4";"3";"3";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0133";NA;3;3;3;3;4;2;"2";"2";"2";4;4;"4";"2";"1";"1";"2";"3";4;4;"2";"1";"4";2;"3";4;"2";"4";3;"0";"0";"0";"0";"3";"1";3;"2";4;4;1;"1";"3";"3";"5";"2";"5";"5";"5";"4";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Reidbach";0;NA;NA;0;NA;NA;1;"Ja zum Umweltschutz, nein zum Klimaschwindel.";NA
"2017_HS_W_0134";"World";4;3;4;4;3;2;"1";"2";"2";3;3;"3";"2";"3";"2";"-99";"-99";3;3;"2";"-99";"-99";1;"1";-99;"-99";"-99";3;"0";"0";"0";"0";"4";"2";3;"1";4;4;2;"3";"4";"3";"4";"6";"2";"3";"5";"3";"2";"4";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Einkaeufer";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0135";NA;3;2;3;2;1;1;"1";"2";"1";4;2;"2";"3";"4";"4";"1";"2";3;4;"1";"2";"3";1;"1";3;"2";"1";4;"1";"0";"0";"0";"4";"2";1;"2";4;4;3;"2";"2";"3";"7";"6";"2";"1";"5";"4";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Reidbach";0;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0137";"World";1;4;4;4;1;1;"1";"1";"1";1;4;"4";"1";"4";"4";"1";"1";1;4;"2";"1";"1";1;"1";1;"1";"1";1;"0";"0";"0";"0";"3";"2";1;"1";1;1;1;"1";"4";"3";"6";"6";"1";"1";"5";"4";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;0;NA;NA
"2017_HS_W_0138";"World";3;4;4;4;4;4;"1";"1";"1";1;3;"4";"1";"4";"4";"-99";"1";2;4;"1";"1";"1";1;"1";3;"4";"1";1;"0";"0";"0";"0";"2";"1";1;"1";1;3;1;"1";"1";"2";"7";"6";"2";"1";"5";"5";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"Fleisch/Fisch";"Ger‰uchertes Rippli";0;NA;NA;1;"Essen worauf man Lust hat? das ist das gesÅ¸ndeste was man machen kann.";"gesund"
"2017_HS_W_0141";"World";1;1;1;1;1;3;"1";"1";"2";3;2;"2";"3";"1";"1";"2";"2";2;3;"2";"2";"1";1;"1";3;"2";"1";3;"1";"0";"0";"0";"3";"2";2;"3";3;3;2;"2";"2";"3";"7";"6";"2";"2";"3";"3";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0142";NA;NA;NA;NA;NA;NA;4;NA;"3";NA;1;3;"2";"2";"2";NA;"2";NA;-99;4;"1";"1";"1";1;"1";1;"1";"-99";4;"0";"0";"1";"0";"1";"1";2;"2";4;3;1;"1";"1";"2";"7";"6";"3";"1";"3";"3";"3";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";10;19,2307692307692;"Abwechsler";2017-11-08;"Gr¸ental";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0143";"World";3;2;2;3;2;1;"1";"1";"4";4;4;"4";"1";"-99";"-99";"-99";"3";3;4;"2";"3";"3";2;"1";4;"3";"1";1;"0";"0";"0";"0";"4";"3";3;"3";1;4;3;"2";"3";"4";"5";"6";"3";"2";"4";"4";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0144";"World";4;4;1;4;1;2;"4";"4";"1";4;4;"4";"1";"2";"2";"2";"3";4;4;"2";"4";"4";2;"1";4;"4";"4";2;"1";"0";"0";"0";"4";"4";4;"3";2;3;4;"4";"4";"3";"6";"6";"3";"1";"5";"5";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0145";NA;4;4;4;4;2;4;"1";"2";"2";3;3;"3";"1";"4";"4";"1";"3";4;3;"4";"3";"4";3;"1";4;"-99";"3";2;"0";"0";"0";"0";"4";"3";3;"3";2;4;3;"3";"4";"4";"4";"6";"3";"1";"5";"4";"3";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-08;"Gr¸ental";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0146";"Favorite";4;NA;2;4;3;4;"1";"1";"1";4;4;"4";"1";"1";"4";"1";"1";4;4;"1";"1";"2";1;"1";3;"1";"1";4;"0";"0";"0";"0";"4";"4";1;"4";4;2;2;"2";"2";"4";"5";"3";"2";"1";"5";"4";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-08;"Gr¸ental";1;"Fleisch/Fisch";"Schweden-Braten";1;"Fleisch";"mˆchte Fleisch";1;"Danke fÅ¸rs Biberli.";"Redundant"
"2017_HS_W_0147";NA;4;2;3;4;1;1;"1";"3";"2";3;4;"3";"1";"2";"2";"-99";"-99";3;4;"2";"2";"3";1;"1";3;"3";"-99";4;"0";"0";"0";"0";"3";"4";4;"3";3;3;3;"3";"3";"3";"3";"5";"3";"1";"5";"3";"4";"2";"Mann";"Student/in";"0";NA;"1";2;3,84615384615385;"Selbstverpfleger";2017-11-08;"Gr¸ental";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_W_0148";"Favorite";4;3;4;4;2;3;"2";"3";"3";4;4;"4";"1";"3";"3";"-99";"4";4;4;"3";"2";"2";1;"1";2;"4";"3";4;"0";"0";"0";"0";"4";"4";4;"4";2;3;3;"3";"4";"4";"4";"6";"1";"3";"5";"3";"3";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-08;"Gr¸ental";1;"Fleisch/Fisch";"Schweden-Braten";0;NA;NA;0;NA;NA
"2017_HS_W_0149";"World";2;2;3;3;2;4;"2";"3";"2";3;3;"2";"3";"1";"1";"1";"4";4;4;"2";"4";"4";4;"3";3;"4";"4";3;"0";"0";"0";"0";"3";"4";4;"4";3;3;4;"4";"4";"4";"2";"4";"5";"4";"4";"4";"1";"1";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0150";"World";1;1;1;4;1;3;"1";"1";"3";2;4;"4";"1";"1";"1";"1";"-99";3;3;"3";"2";"2";2;"2";3;"1";"2";3;"0";"0";"0";"0";"4";"3";3;"3";3;4;3;"3";"4";"4";"4";"6";"3";"2";"4";"4";"3";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0151";"World";3;3;3;4;2;3;"2";"4";"4";4;3;"3";"2";"1";"1";"1";"1";3;4;"3";"4";"-99";4;"1";4;"1";"-99";4;"0";"0";"0";"0";"4";"4";4;"4";4;4;4;"4";"4";"4";"1";"4";"6";"4";"5";"2";"4";"1";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0152";"World";3;3;1;3;1;4;"2";"3";"1";3;4;"4";"1";"-99";"-99";"-99";"-99";3;4;"2";"3";"3";2;"1";3;"3";"-99";4;"1";"1";"1";"0";"3";"4";4;"4";4;4;4;"4";"4";"4";"4";"5";"4";"2";"2";"3";"2";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;1;"Das Biberli war zu klein :). Aber die Frau war nett.";"Redundant"
"2017_HS_W_0153";"World";4;NA;NA;4;NA;NA;NA;NA;NA;NA;4;"4";"1";"3";"3";"1";"3";4;4;"2";"4";"3";2;"2";4;"4";"4";3;"0";"0";"0";"0";"3";"4";3;"3";2;4;4;"3";"4";"4";"3";"5";"4";"3";"5";"3";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";8;15,3846153846154;"Abwechsler";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0154";"World";4;1;1;4;1;2;"1";"2";"4";1;4;"4";"2";"1";"1";"1";"4";3;3;"1";"3";"3";1;"1";3;"3";"3";1;"0";"0";"0";"0";"4";"3";3;"3";1;4;4;"4";"4";"4";"3";"3";"2";"2";"4";"4";"2";"2";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0155";"World";4;1;1;4;1;1;"1";"1";"1";1;3;"3";"2";"-99";"-99";"-99";"-99";2;3;"2";"3";"2";3;"1";NA;"3";"3";3;"0";"0";"0";"0";"4";"4";3;"3";2;3;3;"3";"3";"3";"2";"6";"5";"2";"4";"4";"1";"2";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-08;"Gr¸ental";1;"vegetarisch";"Sp‰tzli-Gem¸sepfanne";0;NA;NA;0;NA;NA
"2017_HS_W_0156";"World";3;2;2;3;1;4;"1";"1";"3";4;3;"4";"1";"3";"2";"2";"4";3;4;"-99";"3";"3";1;"1";3;"4";"4";4;"0";"0";"0";"0";"2";"4";2;"1";4;3;4;"3";"3";"4";"5";"6";"3";"1";"5";"5";"2";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-06;"Gr¸ental";1;"Fleisch/Fisch";"Bauern Nudeln";0;NA;NA;0;NA;NA
"2017_HS_W_0157";"World";4;4;4;4;3;4;"2";"3";"3";4;3;"3";"2";"-99";"3";"1";"3";3;3;"3";"3";"3";1;"1";4;"4";"3";4;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"4";"4";"4";"6";"1";"1";"4";"4";"2";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-06;"Gr¸ental";1;"Fleisch/Fisch";"Bauern Nudeln";0;NA;NA;0;NA;NA
